age,income,home_ownership,employment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,max_allowed_loan
23.0,70000.0,MORTGAGE,5.0,EDUCATION,6000,11.12,0.09,N,4,74482.0
23.0,70000.0,MORTGAGE,6.0,EDUCATION,6000,6.92,0.09,N,3,74482.0
23.0,70000.0,MORTGAGE,5.0,EDUCATION,6000,6.91,0.09,N,4,74482.0
23.0,70000.0,RENT,7.0,EDUCATION,6000,8.94,0.09,N,3,74482.0
23.0,70000.0,MORTGAGE,0.0,EDUCATION,6000,6.62,0.09,N,3,74482.0
23.0,70000.0,MORTGAGE,2.0,VENTURE,6000,7.49,0.09,N,4,74482.0
23.0,70000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,6000,5.42,0.09,N,2,74482.0
23.0,70000.0,MORTGAGE,7.0,MEDICAL,6000,5.42,0.09,N,3,74482.0
23.0,70000.0,MORTGAGE,7.0,VENTURE,6000,6.99,0.09,N,3,74482.0
23.0,70000.0,MORTGAGE,7.0,EDUCATION,6000,11.14,0.09,N,2,74482.0
23.0,70000.0,RENT,4.0,PERSONAL,6000,10.99,0.09,N,3,74482.0
23.0,70000.0,RENT,7.0,MEDICAL,6000,6.91,0.09,N,3,74482.0
31.0,50000.0,RENT,5.0,EDUCATION,3000,15.37,0.06,Y,8,74483.0
31.0,50000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,3000,10.99,0.06,N,10,74483.0
31.0,50000.0,RENT,4.0,DEBTCONSOLIDATION,3000,11.71,0.06,N,10,74483.0
31.0,50000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,3000,7.14,0.06,N,9,74483.0
31.0,50000.0,RENT,0.0,HOMEIMPROVEMENT,3000,10.25,0.06,N,7,74483.0
31.0,50000.0,RENT,5.0,PERSONAL,3000,10.99,0.06,N,10,74483.0
31.0,50000.0,MORTGAGE,5.0,MEDICAL,3000,6.03,0.06,N,8,74483.0
31.0,50000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,3000,6.03,0.06,N,7,74483.0
31.0,50000.0,RENT,2.0,PERSONAL,3000,8.9,0.06,N,9,74483.0
31.0,50000.0,RENT,2.0,PERSONAL,3000,13.47,0.06,N,8,74483.0
26.0,60000.0,MORTGAGE,6.0,MEDICAL,3500,6.76,0.06,N,3,74485.0
24.0,65000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,3500,13.48,0.05,Y,2,74486.0
22.0,70000.0,RENT,5.0,MEDICAL,2500,8.9,0.04,N,3,74489.0
22.0,70000.0,RENT,6.0,DEBTCONSOLIDATION,2500,10.0,0.04,N,4,74489.0
22.0,70000.0,MORTGAGE,6.0,EDUCATION,2500,6.39,0.03,N,2,74489.0
24.0,72100.0,MORTGAGE,2.0,EDUCATION,12000,5.79,0.17,N,3,74494.0
50.0,38004.0,RENT,2.0,MEDICAL,1500,13.48,0.04,N,11,74502.0
27.0,65000.0,MORTGAGE,11.0,PERSONAL,13200,12.42,0.2,N,8,74519.0
21.0,91000.0,MORTGAGE,2.0,EDUCATION,21000,14.26,0.23,N,3,74520.0
35.0,45000.0,RENT,0.0,MEDICAL,4200,11.34,0.1,Y,7,74527.0
23.0,73524.0,MORTGAGE,7.0,EDUCATION,10000,14.96,0.14,N,3,74530.0
29.0,55560.0,RENT,6.0,HOMEIMPROVEMENT,6000,13.61,0.11,Y,6,74540.0
24.0,71738.0,MORTGAGE,4.0,EDUCATION,11500,9.63,0.16,N,2,74560.0
32.0,56000.0,RENT,7.0,HOMEIMPROVEMENT,15000,10.39,0.28,N,7,74561.0
36.0,47000.0,MORTGAGE,13.0,VENTURE,10000,7.51,0.21,N,11,74564.0
36.0,47004.0,RENT,4.0,VENTURE,10000,11.49,0.21,N,12,74571.0
31.0,52000.0,RENT,3.0,PERSONAL,6000,8.9,0.12,N,8,74576.0
31.0,52000.0,MORTGAGE,15.0,MEDICAL,6000,7.49,0.12,N,9,74576.0
32.0,50000.0,MORTGAGE,0.0,PERSONAL,5400,7.14,0.11,N,8,74576.0
26.0,75860.0,MORTGAGE,6.0,MEDICAL,24000,11.49,0.32,N,4,74578.0
24.0,68000.0,RENT,0.0,PERSONAL,7000,12.53,0.1,N,4,74580.0
24.0,68000.0,OWN,0.0,VENTURE,7000,8.59,0.1,N,3,74580.0
26.0,62000.0,MORTGAGE,8.0,VENTURE,6000,5.99,0.1,N,4,74580.0
23.0,68000.0,RENT,5.0,EDUCATION,3600,7.66,0.05,N,3,74586.0
47.0,45000.0,RENT,3.0,EDUCATION,10000,10.65,0.22,N,16,74590.0
25.0,72500.0,RENT,2.0,HOMEIMPROVEMENT,16000,7.49,0.22,N,4,74593.0
27.0,61200.0,MORTGAGE,5.0,MEDICAL,8000,11.49,0.13,N,8,74596.0
27.0,57504.0,OWN,11.0,HOMEIMPROVEMENT,3000,13.06,0.05,N,5,74616.0
24.0,67200.0,MORTGAGE,2.0,HOMEIMPROVEMENT,6000,9.99,0.09,N,3,74621.0
31.0,53000.0,MORTGAGE,9.0,MEDICAL,7500,11.97,0.14,Y,10,74623.0
29.0,57000.0,MORTGAGE,4.0,HOMEIMPROVEMENT,8000,5.99,0.14,N,6,74624.0
22.0,70584.0,MORTGAGE,7.0,EDUCATION,3000,5.99,0.04,N,2,74630.0
27.0,59000.0,MORTGAGE,11.0,EDUCATION,5000,5.42,0.08,N,10,74631.0
42.0,48000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,6000,7.74,0.13,N,15,74633.0
26.0,69000.0,RENT,10.0,HOMEIMPROVEMENT,15000,13.99,0.22,Y,4,74668.0
29.0,54960.0,MORTGAGE,7.0,HOMEIMPROVEMENT,5000,7.49,0.09,N,5,74671.0
25.0,70000.0,RENT,7.0,DEBTCONSOLIDATION,12800,14.35,0.18,Y,2,74672.0
25.0,70000.0,MORTGAGE,9.0,MEDICAL,12800,11.83,0.18,N,4,74672.0
30.0,54000.0,MORTGAGE,5.0,VENTURE,6300,10.99,0.12,N,7,74676.0
26.0,63000.0,RENT,1.0,MEDICAL,7200,10.74,0.11,N,3,74678.0
22.0,75000.0,MORTGAGE,2.0,MEDICAL,7800,11.49,0.1,N,2,74681.0
24.0,66000.0,RENT,4.0,DEBTCONSOLIDATION,4500,11.71,0.07,N,2,74684.0
27.0,67200.0,MORTGAGE,6.0,HOMEIMPROVEMENT,16000,6.03,0.24,N,7,74686.0
32.0,49200.0,MORTGAGE,2.0,PERSONAL,4000,7.51,0.08,N,6,74700.0
32.0,50000.0,RENT,0.0,HOMEIMPROVEMENT,5275,12.53,0.11,N,10,74702.0
42.0,54000.0,RENT,3.0,MEDICAL,16000,13.35,0.3,N,14,74710.0
30.0,57996.0,MORTGAGE,2.0,MEDICAL,12250,13.16,0.21,Y,5,74711.0
27.0,65000.0,MORTGAGE,6.0,VENTURE,13000,11.49,0.2,N,7,74719.0
27.0,65000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,13000,7.9,0.2,N,9,74719.0
27.0,65000.0,MORTGAGE,0.0,VENTURE,13000,10.38,0.2,N,5,74719.0
36.0,45000.0,MORTGAGE,3.0,MEDICAL,6250,5.79,0.14,N,13,74722.0
29.0,54996.0,RENT,8.0,MEDICAL,5000,10.37,0.09,N,8,74724.0
29.0,54996.0,MORTGAGE,0.0,DEBTCONSOLIDATION,5000,6.92,0.09,N,6,74724.0
27.0,65004.0,MORTGAGE,0.0,VENTURE,13000,7.51,0.2,N,7,74725.0
27.0,65004.0,MORTGAGE,7.0,MEDICAL,13000,7.29,0.2,N,9,74725.0
27.0,65004.0,OWN,7.0,VENTURE,13000,7.88,0.2,N,7,74725.0
29.0,55000.0,RENT,3.0,DEBTCONSOLIDATION,5000,10.74,0.09,N,10,74729.0
29.0,55000.0,MORTGAGE,3.0,PERSONAL,5000,5.42,0.09,N,8,74729.0
29.0,55000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,5000,6.92,0.09,N,10,74729.0
29.0,55000.0,RENT,3.0,EDUCATION,5000,12.53,0.09,N,7,74729.0
25.0,65000.0,RENT,1.0,HOMEIMPROVEMENT,6500,13.98,0.1,N,2,74730.0
25.0,65000.0,MORTGAGE,10.0,EDUCATION,6500,5.79,0.1,N,4,74730.0
26.0,71820.0,MORTGAGE,9.0,DEBTCONSOLIDATION,18600,10.59,0.25,N,2,74731.0
22.0,72500.0,RENT,3.0,DEBTCONSOLIDATION,5000,13.49,0.07,Y,2,74734.0
25.0,65004.0,RENT,8.0,HOMEIMPROVEMENT,6500,6.17,0.1,N,3,74735.0
21.0,75000.0,MORTGAGE,4.0,EDUCATION,4000,7.49,0.05,N,4,74737.0
27.0,57600.0,MORTGAGE,2.0,MEDICAL,3000,11.11,0.05,N,10,74745.0
37.0,48000.0,RENT,3.0,EDUCATION,14000,7.88,0.29,N,11,74756.0
24.0,79000.0,MORTGAGE,5.0,EDUCATION,20000,14.54,0.25,Y,4,74766.0
31.0,56000.0,RENT,4.0,HOMEIMPROVEMENT,12000,13.23,0.21,Y,9,74766.0
28.0,62000.0,MORTGAGE,5.0,HOMEIMPROVEMENT,12000,7.51,0.19,N,8,74769.0
28.0,62000.0,RENT,5.0,HOMEIMPROVEMENT,12000,13.49,0.19,Y,8,74769.0
28.0,62000.0,RENT,3.0,HOMEIMPROVEMENT,12000,6.92,0.19,N,8,74769.0
39.0,39996.0,RENT,4.0,PERSONAL,3200,12.53,0.08,N,16,74770.0
38.0,42000.0,RENT,5.0,MEDICAL,5000,6.62,0.12,N,14,74773.0
29.0,56000.0,MORTGAGE,7.0,MEDICAL,6400,5.99,0.11,N,10,74777.0
23.0,72000.0,MORTGAGE,7.0,MEDICAL,8000,13.22,0.11,N,4,74779.0
23.0,72000.0,MORTGAGE,7.0,VENTURE,8000,7.49,0.11,N,3,74779.0
23.0,72000.0,OWN,7.0,EDUCATION,8000,13.61,0.11,N,4,74779.0
23.0,72000.0,MORTGAGE,5.0,EDUCATION,8000,11.26,0.11,N,4,74779.0
23.0,72000.0,RENT,7.0,EDUCATION,8000,13.22,0.11,Y,4,74779.0
23.0,72000.0,MORTGAGE,4.0,EDUCATION,8000,10.38,0.11,N,4,74779.0
23.0,72000.0,MORTGAGE,7.0,EDUCATION,8000,8.88,0.11,N,3,74779.0
23.0,72000.0,MORTGAGE,0.0,VENTURE,8000,7.14,0.11,N,3,74779.0
23.0,72000.0,MORTGAGE,7.0,MEDICAL,8000,7.9,0.11,N,2,74779.0
28.0,56000.0,RENT,1.0,VENTURE,3600,13.49,0.06,N,9,74783.0
29.0,54000.0,MORTGAGE,14.0,VENTURE,3500,5.42,0.06,N,10,74783.0
27.0,58000.0,MORTGAGE,11.0,HOMEIMPROVEMENT,3500,7.51,0.06,N,10,74784.0
26.0,60000.0,MORTGAGE,10.0,DEBTCONSOLIDATION,3200,13.49,0.05,Y,2,74785.0
28.0,55000.0,MORTGAGE,3.0,VENTURE,2200,9.99,0.04,N,9,74787.0
34.0,52700.0,MORTGAGE,3.0,HOMEIMPROVEMENT,14750,10.37,0.28,N,9,74799.0
22.0,86000.0,OWN,1.0,EDUCATION,19750,9.62,0.21,N,3,74819.0
33.0,49000.0,MORTGAGE,6.0,PERSONAL,6000,7.88,0.12,N,9,74824.0
33.0,49000.0,RENT,2.0,EDUCATION,6000,11.99,0.12,N,8,74824.0
21.0,85000.0,MORTGAGE,4.0,EDUCATION,14400,9.63,0.17,N,2,74825.0
27.0,59000.0,MORTGAGE,6.0,MEDICAL,4800,10.36,0.08,N,5,74831.0
22.0,72000.0,RENT,1.0,PERSONAL,4350,6.99,0.06,N,4,74835.0
31.0,56700.0,MORTGAGE,9.0,EDUCATION,13000,12.22,0.23,Y,8,74850.0
24.0,72400.0,MORTGAGE,2.0,VENTURE,12000,10.99,0.17,N,3,74854.0
31.0,58000.0,RENT,2.0,MEDICAL,15000,13.47,0.26,Y,7,74862.0
31.0,58000.0,RENT,5.0,MEDICAL,15000,10.25,0.26,N,9,74862.0
26.0,65000.0,MORTGAGE,10.0,PERSONAL,9600,7.49,0.15,N,3,74875.0
26.0,65000.0,MORTGAGE,10.0,PERSONAL,9600,6.03,0.15,N,3,74875.0
24.0,70000.0,RENT,1.0,VENTURE,9100,8.49,0.12,N,2,74877.0
23.0,70000.0,RENT,0.0,VENTURE,5600,7.9,0.08,N,4,74883.0
23.0,70000.0,RENT,3.0,PERSONAL,5600,7.49,0.08,N,3,74883.0
22.0,69000.0,MORTGAGE,1.0,VENTURE,1000,7.4,0.01,N,4,74893.0
27.0,62316.0,MORTGAGE,2.0,MEDICAL,9200,6.03,0.15,N,5,74901.0
37.0,47000.0,RENT,1.0,MEDICAL,12000,10.99,0.26,N,12,74909.0
27.0,62201.0,RENT,3.0,DEBTCONSOLIDATION,9000,12.53,0.14,N,5,74946.0
47.0,42000.0,RENT,2.0,EDUCATION,4000,5.42,0.1,N,17,74953.0
36.0,50000.0,RENT,0.0,MEDICAL,15000,7.9,0.3,N,11,74956.0
31.0,60000.0,RENT,1.0,MEDICAL,18000,10.25,0.3,N,8,74958.0
31.0,60000.0,MORTGAGE,3.0,MEDICAL,18000,5.79,0.3,N,8,74958.0
25.0,80000.0,RENT,9.0,EDUCATION,25000,12.42,0.31,N,3,74960.0
30.0,60000.0,RENT,7.0,VENTURE,15000,16.49,0.25,N,5,74963.0
30.0,60000.0,RENT,2.0,MEDICAL,15000,12.21,0.25,N,6,74963.0
30.0,60000.0,RENT,4.0,VENTURE,15000,12.18,0.25,N,5,74963.0
30.0,60000.0,RENT,10.0,PERSONAL,15000,10.99,0.25,N,8,74963.0
30.0,60000.0,MORTGAGE,14.0,PERSONAL,15000,5.42,0.25,N,5,74963.0
30.0,60000.0,RENT,13.0,EDUCATION,15000,10.74,0.25,N,5,74963.0
30.0,60000.0,MORTGAGE,11.0,EDUCATION,15000,7.9,0.25,N,9,74963.0
30.0,60000.0,RENT,3.0,EDUCATION,15000,15.27,0.25,N,6,74963.0
30.0,60000.0,RENT,1.0,DEBTCONSOLIDATION,15000,11.71,0.25,N,5,74963.0
30.0,60000.0,MORTGAGE,7.0,EDUCATION,15000,11.11,0.25,N,8,74963.0
30.0,60000.0,MORTGAGE,2.0,DEBTCONSOLIDATION,15000,10.99,0.25,N,5,74963.0
30.0,60000.0,MORTGAGE,11.0,DEBTCONSOLIDATION,15000,11.86,0.25,N,8,74963.0
30.0,60000.0,MORTGAGE,12.0,DEBTCONSOLIDATION,15000,7.88,0.25,N,9,74963.0
32.0,55000.0,MORTGAGE,3.0,EDUCATION,13000,7.88,0.24,N,7,74964.0
28.0,65000.0,RENT,3.0,MEDICAL,16000,13.22,0.25,N,5,74965.0
28.0,65000.0,RENT,12.0,HOMEIMPROVEMENT,16000,9.99,0.25,N,6,74965.0
34.0,50000.0,RENT,5.0,HOMEIMPROVEMENT,10000,13.49,0.2,N,9,74966.0
34.0,50000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,10000,7.74,0.2,N,10,74966.0
34.0,50000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,10000,6.62,0.2,N,9,74966.0
34.0,50000.0,RENT,4.0,PERSONAL,10000,7.49,0.2,N,6,74966.0
26.0,70000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,16000,10.0,0.23,N,3,74967.0
26.0,65379.0,MORTGAGE,10.0,HOMEIMPROVEMENT,10000,11.86,0.15,N,3,74967.0
26.0,70000.0,MORTGAGE,9.0,MEDICAL,16000,13.99,0.23,Y,2,74967.0
35.0,48000.0,MORTGAGE,2.0,MEDICAL,9000,7.88,0.19,N,9,74967.0
29.0,60000.0,RENT,2.0,HOMEIMPROVEMENT,12000,12.23,0.2,Y,8,74968.0
29.0,60000.0,RENT,4.0,VENTURE,12000,12.42,0.2,N,6,74968.0
29.0,60000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,12000,14.91,0.2,Y,8,74968.0
29.0,60000.0,RENT,4.0,DEBTCONSOLIDATION,12000,10.37,0.2,N,8,74968.0
29.0,60000.0,RENT,4.0,HOMEIMPROVEMENT,12000,13.57,0.2,Y,6,74968.0
29.0,60000.0,MORTGAGE,3.0,VENTURE,12000,7.88,0.2,N,5,74968.0
29.0,60000.0,RENT,0.0,DEBTCONSOLIDATION,12000,13.49,0.2,Y,6,74968.0
29.0,60000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,12000,10.74,0.2,N,8,74968.0
29.0,60000.0,MORTGAGE,9.0,PERSONAL,12000,7.51,0.2,N,9,74968.0
29.0,60000.0,MORTGAGE,13.0,PERSONAL,12000,7.9,0.2,N,8,74968.0
29.0,60000.0,RENT,2.0,MEDICAL,12000,13.49,0.2,N,9,74968.0
29.0,60000.0,OWN,13.0,MEDICAL,12000,7.29,0.2,N,8,74968.0
29.0,60000.0,RENT,4.0,DEBTCONSOLIDATION,12000,10.99,0.2,N,5,74968.0
29.0,60000.0,RENT,4.0,PERSONAL,12000,16.63,0.2,Y,9,74968.0
29.0,60000.0,MORTGAGE,0.0,MEDICAL,12000,7.88,0.2,N,6,74968.0
29.0,60000.0,RENT,4.0,EDUCATION,12000,7.14,0.2,N,8,74968.0
29.0,60000.0,OWN,7.0,HOMEIMPROVEMENT,12000,12.87,0.2,Y,9,74968.0
29.0,60000.0,OWN,7.0,EDUCATION,12000,12.87,0.2,Y,8,74968.0
29.0,60000.0,MORTGAGE,4.0,PERSONAL,12000,5.79,0.2,N,6,74968.0
29.0,60000.0,RENT,4.0,EDUCATION,12000,8.94,0.2,N,10,74968.0
29.0,60000.0,RENT,1.0,PERSONAL,12000,8.94,0.2,N,5,74968.0
29.0,60000.0,MORTGAGE,13.0,HOMEIMPROVEMENT,12000,13.22,0.21,Y,7,74968.0
29.0,60000.0,RENT,5.0,MEDICAL,12000,7.9,0.2,N,6,74968.0
29.0,60000.0,RENT,4.0,MEDICAL,12000,10.37,0.2,N,10,74968.0
29.0,60000.0,RENT,6.0,EDUCATION,12000,10.99,0.2,N,5,74968.0
25.0,72000.0,RENT,1.0,MEDICAL,15000,10.37,0.21,N,2,74969.0
25.0,72000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,15000,7.88,0.21,N,3,74969.0
25.0,72000.0,RENT,4.0,MEDICAL,15000,11.48,0.21,N,3,74969.0
25.0,72000.0,MORTGAGE,9.0,PERSONAL,15000,6.76,0.21,N,4,74969.0
25.0,72000.0,MORTGAGE,9.0,VENTURE,15000,7.9,0.21,N,2,74969.0
25.0,72000.0,RENT,9.0,DEBTCONSOLIDATION,15000,14.96,0.21,Y,3,74969.0
25.0,72000.0,MORTGAGE,9.0,PERSONAL,15000,10.99,0.21,N,4,74969.0
30.0,57000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,10500,10.25,0.18,N,10,74969.0
23.0,80000.0,MORTGAGE,5.0,EDUCATION,17000,11.14,0.21,N,2,74970.0
24.0,75000.0,RENT,3.0,PERSONAL,15000,11.49,0.2,N,2,74971.0
24.0,75000.0,MORTGAGE,1.0,EDUCATION,15000,12.21,0.2,N,3,74971.0
24.0,75000.0,RENT,3.0,EDUCATION,15000,13.92,0.2,Y,4,74971.0
24.0,75000.0,RENT,6.0,PERSONAL,15000,11.71,0.2,N,3,74971.0
24.0,75000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,15000,11.83,0.2,N,2,74971.0
24.0,75000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,15000,7.49,0.2,N,2,74971.0
24.0,75000.0,MORTGAGE,8.0,MEDICAL,15000,7.9,0.2,N,4,74971.0
24.0,75000.0,MORTGAGE,8.0,EDUCATION,15000,12.21,0.2,N,3,74971.0
24.0,75000.0,MORTGAGE,1.0,VENTURE,15000,10.95,0.2,N,2,74971.0
24.0,75000.0,RENT,5.0,HOMEIMPROVEMENT,15000,6.17,0.2,N,2,74971.0
30.0,56000.0,RENT,14.0,DEBTCONSOLIDATION,9000,7.14,0.17,N,6,74972.0
28.0,60000.0,MORTGAGE,3.0,HOMEIMPROVEMENT,9000,11.49,0.15,N,7,74973.0
28.0,60000.0,MORTGAGE,7.0,MEDICAL,9000,6.91,0.15,N,6,74973.0
28.0,60000.0,MORTGAGE,4.0,MEDICAL,9000,6.91,0.15,N,8,74973.0
28.0,60000.0,MORTGAGE,12.0,VENTURE,9000,11.26,0.15,N,10,74973.0
28.0,60000.0,OWN,0.0,VENTURE,9000,11.14,0.15,N,7,74973.0
28.0,60000.0,MORTGAGE,13.0,VENTURE,9000,14.72,0.15,Y,7,74973.0
28.0,60000.0,RENT,5.0,HOMEIMPROVEMENT,9000,7.49,0.15,N,10,74973.0
24.0,72500.0,MORTGAGE,3.0,HOMEIMPROVEMENT,12000,13.11,0.17,N,3,74974.0
30.0,55000.0,RENT,6.0,EDUCATION,7500,7.88,0.14,N,9,74974.0
22.0,80000.0,RENT,3.0,EDUCATION,13000,11.36,0.16,N,4,74975.0
25.0,68000.0,MORTGAGE,1.0,VENTURE,10000,6.54,0.15,N,2,74975.0
25.0,68000.0,MORTGAGE,1.0,PERSONAL,10000,14.26,0.15,N,3,74975.0
25.0,68000.0,MORTGAGE,5.0,MEDICAL,10000,5.99,0.15,N,4,74975.0
24.0,70000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,9000,11.26,0.13,N,4,74977.0
24.0,70000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,9000,9.63,0.13,N,4,74977.0
24.0,70000.0,RENT,2.0,DEBTCONSOLIDATION,9000,14.72,0.13,Y,2,74977.0
24.0,70000.0,MORTGAGE,8.0,MEDICAL,9000,7.49,0.13,N,2,74977.0
24.0,70000.0,RENT,0.0,DEBTCONSOLIDATION,9000,7.14,0.13,N,3,74977.0
24.0,70000.0,RENT,4.0,VENTURE,9000,7.29,0.13,N,4,74977.0
24.0,70000.0,MORTGAGE,8.0,EDUCATION,9000,6.03,0.13,N,4,74977.0
24.0,70000.0,RENT,8.0,DEBTCONSOLIDATION,9000,13.47,0.13,Y,4,74977.0
24.0,70000.0,MORTGAGE,2.0,EDUCATION,9000,9.63,0.13,N,2,74977.0
30.0,54000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,6000,8.0,0.11,N,10,74977.0
30.0,54000.0,MORTGAGE,9.0,EDUCATION,6000,7.14,0.11,N,8,74977.0
30.0,54000.0,MORTGAGE,1.0,PERSONAL,6000,8.59,0.11,N,7,74977.0
32.0,50000.0,RENT,4.0,EDUCATION,5000,13.35,0.1,Y,9,74977.0
32.0,50000.0,RENT,1.0,PERSONAL,5000,14.79,0.1,Y,6,74977.0
32.0,50000.0,MORTGAGE,16.0,HOMEIMPROVEMENT,5000,7.51,0.1,N,8,74977.0
32.0,50000.0,RENT,0.0,MEDICAL,5000,6.17,0.1,N,5,74977.0
32.0,50000.0,RENT,4.0,DEBTCONSOLIDATION,5000,12.99,0.1,Y,8,74977.0
32.0,50000.0,MORTGAGE,5.0,EDUCATION,5000,7.9,0.1,N,5,74977.0
32.0,50000.0,RENT,3.0,DEBTCONSOLIDATION,5000,10.0,0.1,N,9,74977.0
32.0,50000.0,RENT,8.0,MEDICAL,5000,7.29,0.1,N,7,74977.0
32.0,50000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,5000,7.51,0.1,N,8,74977.0
27.0,60000.0,MORTGAGE,7.0,EDUCATION,6000,10.99,0.1,N,5,74979.0
27.0,60000.0,MORTGAGE,1.0,PERSONAL,6000,7.49,0.1,N,5,74979.0
27.0,60000.0,RENT,1.0,MEDICAL,6000,10.75,0.1,N,8,74979.0
27.0,60000.0,RENT,11.0,VENTURE,6000,8.49,0.1,N,9,74979.0
27.0,60000.0,RENT,0.0,DEBTCONSOLIDATION,6000,10.65,0.1,N,7,74979.0
27.0,60000.0,MORTGAGE,5.0,EDUCATION,6000,11.36,0.1,N,5,74979.0
27.0,60000.0,OWN,0.0,PERSONAL,6000,13.48,0.1,Y,5,74979.0
27.0,60000.0,RENT,2.0,PERSONAL,6000,9.91,0.1,N,10,74979.0
27.0,60000.0,RENT,11.0,MEDICAL,6000,7.51,0.1,N,10,74979.0
27.0,60000.0,MORTGAGE,0.0,MEDICAL,6000,7.49,0.1,N,6,74979.0
27.0,60000.0,RENT,2.0,PERSONAL,6000,10.75,0.1,N,5,74979.0
27.0,60000.0,RENT,0.0,HOMEIMPROVEMENT,6000,13.49,0.1,Y,10,74979.0
27.0,60000.0,OWN,11.0,EDUCATION,6000,7.14,0.1,N,8,74979.0
27.0,60000.0,MORTGAGE,0.0,MEDICAL,6000,6.62,0.1,N,5,74979.0
27.0,60000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,6000,11.58,0.1,N,9,74979.0
27.0,60000.0,MORTGAGE,0.0,PERSONAL,6000,15.99,0.1,Y,6,74979.0
27.0,60000.0,MORTGAGE,11.0,HOMEIMPROVEMENT,6000,6.03,0.1,N,9,74979.0
27.0,60000.0,RENT,11.0,MEDICAL,6000,9.99,0.1,N,5,74979.0
27.0,60000.0,RENT,0.0,HOMEIMPROVEMENT,6000,10.74,0.1,N,5,74979.0
27.0,60000.0,RENT,3.0,EDUCATION,6000,8.9,0.1,N,8,74979.0
27.0,60000.0,MORTGAGE,1.0,MEDICAL,6000,10.99,0.1,N,9,74979.0
27.0,60000.0,MORTGAGE,11.0,PERSONAL,6000,13.99,0.1,Y,9,74979.0
27.0,60000.0,MORTGAGE,2.0,PERSONAL,6000,10.36,0.1,N,7,74979.0
27.0,60000.0,MORTGAGE,0.0,EDUCATION,6000,8.0,0.1,N,9,74979.0
27.0,60000.0,MORTGAGE,11.0,HOMEIMPROVEMENT,6000,6.62,0.1,N,9,74979.0
27.0,60000.0,MORTGAGE,3.0,VENTURE,6000,13.49,0.1,N,9,74979.0
27.0,60000.0,RENT,11.0,DEBTCONSOLIDATION,6000,5.99,0.1,N,6,74979.0
27.0,60000.0,MORTGAGE,11.0,DEBTCONSOLIDATION,6000,6.92,0.1,N,5,74979.0
27.0,60000.0,RENT,3.0,PERSONAL,6000,13.98,0.1,Y,9,74979.0
27.0,60000.0,RENT,2.0,PERSONAL,6000,12.68,0.1,N,5,74979.0
27.0,60000.0,MORTGAGE,11.0,HOMEIMPROVEMENT,6000,7.49,0.1,N,5,74979.0
33.0,48000.0,MORTGAGE,15.0,VENTURE,4200,11.48,0.09,N,9,74979.0
33.0,48000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,4200,7.29,0.09,N,10,74979.0
33.0,48000.0,RENT,6.0,DEBTCONSOLIDATION,4200,9.63,0.09,N,8,74979.0
39.0,40000.0,MORTGAGE,2.0,PERSONAL,3000,11.99,0.07,N,13,74979.0
21.0,80000.0,MORTGAGE,5.0,EDUCATION,9000,8.0,0.11,N,4,74980.0
22.0,75000.0,RENT,6.0,MEDICAL,7500,8.9,0.1,N,3,74981.0
22.0,75000.0,OWN,6.0,EDUCATION,7500,15.99,0.1,N,3,74981.0
25.0,64000.0,RENT,0.0,DEBTCONSOLIDATION,5000,12.99,0.08,N,2,74982.0
26.0,60000.0,OWN,3.0,HOMEIMPROVEMENT,3000,11.86,0.05,N,4,74986.0
26.0,60000.0,MORTGAGE,10.0,DEBTCONSOLIDATION,3000,12.23,0.05,Y,2,74986.0
26.0,60000.0,MORTGAGE,10.0,DEBTCONSOLIDATION,3000,13.47,0.05,N,3,74986.0
26.0,60000.0,RENT,10.0,MEDICAL,3000,9.63,0.05,N,2,74986.0
26.0,60000.0,RENT,10.0,MEDICAL,3000,7.29,0.05,N,3,74986.0
26.0,60000.0,MORTGAGE,4.0,MEDICAL,3000,10.62,0.05,N,4,74986.0
26.0,60000.0,MORTGAGE,8.0,PERSONAL,3000,8.9,0.05,N,4,74986.0
24.0,65000.0,RENT,4.0,DEBTCONSOLIDATION,3000,7.51,0.05,N,4,74987.0
